"Comp.1" "Comp.2"
"Astyanax_anterior" 2.5309772071742 -0.472414937267091
"Astyanax_cf._bimaculatus" 3.05518843116148 -0.798608488525099
"Astyanax_sp._sem_mancha_cauda" 2.88862024029398 -0.172524605827092
"Astyanax_sp._xingu" 2.55538223734446 -0.261062438011803
"Auchenipterichthys_punctatus" -0.0404708423832735 0.535317067718527
"Axelrodia_lindeae" 2.84682546990097 -0.180125651453297
"Axelrodia_stigmatias" 1.9256291826454 0.0746877966709549
"Bario_steindachneri" 2.00948597002721 -0.21156789061184
"Batrochoglanis_raninus" -1.8659789854499 0.628357051443449
"Boulengerella_lateristriga" 0.7215222593027 -0.0151340342795449
"Brachychalcinus_cf._nummus" 2.92369834449327 -0.0172069444979065
"Brachyglanis_microphthalmus" -1.77422875597984 0.694744949713784
"Brachyhypopomus_beebei" -1.01133512365419 3.06146519823502
"Brachyhypopomus_brevirostris" -0.494126662064705 3.05000474844503
"Brachyhypopomus_sp._anal_preta" -0.262949036805588 3.10531114185823
"Brachyhypopomus_sp._electropomus" -1.08577973732662 3.42497814572696
"Brachyhypopomus_sp._regani" -0.659102165330828 3.0848792492574
"Brachyhypopomus_sp._royeroi" -0.612346731094379 2.9036116123061
"Bryconella_pallidifrons" 1.04147266005849 -0.013114870238405
"Bryconops_aff._magoi" 2.35392275315104 -0.325802063020642
"Bryconops_affinis" 2.26574418579615 -0.614753780914149
"Bryconops_caudomaculatus" 2.60960137988985 -1.62915510237561
"Bryconops_giacopinii" 1.96391673104958 -0.964007457276909
"Bryconops_inpai" 1.99276106695232 -0.941503241962967
"Bryconops_melanurus" 2.1184919231464 -1.04793650400032
"Bujurquina_peregrinabunda" -0.970045483214634 -0.0406489999461716
"Bunocephalus_cf._amaurus" -3.12062233730442 -1.0996873358392
"Bunocephalus_coracoideus" -2.90821819257461 -1.29323710073297
"Bunocephalus_verrucosus" -2.21864442323811 -0.960596002553778
"Callichthys_callichthys" -1.66111839066157 -0.197239402405371
"Callichthys_serralabium" -1.79720269666471 -0.00247816616376326
"Carnegiella_marthae" 0.776104489468081 0.304834313304454
"Carnegiella_strigata" 0.257504277126287 -0.331198618774472
"Centromochlus_meridionalis" 0.279200966459852 -0.0398177589701989
"Cetopsis_sandrae" -0.775087768541784 0.777065543016934
"Cetopsorhamdia_sp._n._2" -1.56801259578307 0.404872293253839
"Characidium_aff._pteroides" -0.721876543467343 -0.909880318905392
"Characidium_aff._zebra" 0.501672530753294 -0.835076368939445
"Characidium_cf._etheostoma" -0.385370231190177 -0.996255971115673
"Characidium_sp._maxila_curta" -0.873363582546634 -0.794072486175385
"Charax_condei" 2.2630808270051 0.457575021400734
"Charax_leticiae" 3.18014439250349 -0.723777826918741
"Charax_macrolepis" 2.16886092533276 -0.153901027956165
"Cheirodon_aff._micropterus" 2.094642988173 -0.319041469852173
"Chrysobrycon_sp." 2.12263599768007 -0.415427290798072
"Cichla_monoculus" -0.554491804125776 0.56625001189087
"Copella_arnoldi" 1.17351497833101 0.22250629936592
"Copella_callolepis" 1.32490712813521 0.585280884223867
"Copella_eigenmanni" 1.07054642643936 0.290903738885431
"Copella_nattereri" 1.22066821065954 0.675988761695417
"Copella_sp._pyrr_" 1.273659484421 0.267581580812209
"Copella_sp._sem_manchas" 1.23863913776426 0.429988710584235
"Copella_vilmae" 1.16292858117211 0.211228134873614
"Corydoras_cf._aeneus" -0.838817753301769 -0.554979047615955
"Corydoras_elegans" -0.152166695980048 -1.04979784733664
"Corydoras_julii" -0.487230382977331 -0.750796890242745
"Corydoras_sp._C24" -1.34218893671283 -1.62871544876093
"Creagrutus_ignotus" 1.03905386974312 -0.678839648218478
"Creagrutus_sp._pinta_na_dorsal" 0.952196767790217 -0.322838145602493
"Crenicara_latruncularium" -1.11576160745234 -0.389703403915737
"Crenicara_punctulatum" -0.916363214520548 -0.15379266484446
"Crenicichla_aff._alta" -1.79792759095244 0.250927151830134
"Crenicichla_aff._brasiliensis" -1.53926813170426 0.226713245527295
"Crenicichla_aff._lepidota" -1.56711948844514 0.269617662339672
"Crenicichla_aff._saxatilis" -1.62429606670218 0.0970085374887737
"Crenicichla_hummelincki" -1.53710364640078 0.0678070007133065
"Crenicichla_inpa" -1.52414770243427 0.175456961127306
"Crenicichla_johanna" -1.99423969377485 -0.146699959678518
"Crenicichla_notophthalmus" -1.33920693592881 0.349948543416085
"Crenicichla_regani" -1.27707708154027 0.445376419424281
"Crenicichla_strigata" -1.26356572328277 0.126882710420171
"Crenuchus_spilurus" 1.62995776793565 0.123766855729291
"Curculionichthys_luteofrenatus" -2.42012142926161 -1.17022086744095
"Curimatopsis_evelynae" 1.6510709981631 0.473314082794545
"Curimatopsis_macrolepis" 1.83075442810401 0.177493272690301
"Cynolebiidae_sp._azul" -0.557817592655276 1.87477376667822
"Cynolebiidae_sp._bandas_na_cauda" -0.603502954023965 0.954359128864571
"Cynolebiidae_sp._liso" -0.556549893406265 0.815339221474726
"Cynolebiidae_sp._ocelo_vertical" -0.567617952785375 0.827241319962413
"Cynolebiidae_sp._pintas_brancas" -0.554637685926078 1.34905544089744
"Cynolebiidae_sp._savana" -0.809711462051223 1.62118668623711
"Cyphocharax_gouldingi" 2.0825162135156 -0.987210611885377
"Cyphocharax_pantostictos" 2.21077660177397 -0.00758272116141956
"Cyphocharax_spiluropsis" 2.31135750990065 -0.504456966814087
"Denticetopsis_seducta" -1.12585406275074 0.993811205059199
"Eigenmannia_aff._trilineata" 0.0248458066717053 2.86262414020378
"Elachocharax_junki" 0.650028014959632 -0.20774944868325
"Elachocharax_mitopterus" 0.844193446696166 0.558639796340971
"Elachocharax_pulcher" 1.4165199538656 -0.00836421839319948
"Electrophorus_electricus" -1.61383639870727 3.62549980926082
"Erythrinus_erythrinus" -0.378529812643548 0.559802513808055
"Farlowella_amazonum" -1.77086659692414 -3.58006394707386
"Farlowella_cf._smithi" -0.802795136773581 -2.50422376092599
"Farlowella_schreitmuelleri" -1.41953115281028 -4.91788364773833
"Farlowella_smithi" -0.816551131314106 -3.59955534054394
"Fluviphylax_simplex" 0.171402488820078 2.19254671873814
"Gasteropelecus_sternicla" 0.716919895270374 -0.367639832427434
"Gladioglanis_conquistador" -2.36391759365631 1.30622825247605
"Gladioglanis_sp._n._spart" -2.72510633163868 2.01480746379307
"Glanapteryx_aff._anguilla" -0.90977640499446 1.86762196444047
"Glanapteryx_anguilla" -2.03978445041199 2.07430616029343
"Gnathocharax_steindachneri" 0.124159607861789 -0.673948259213421
"Gymnorhamphichthys_rondoni" -0.342173243273193 2.68558456848253
"Gymnorhamphichthys_sp._Juami" -0.551519522279888 2.56197113521456
"Gymnotus_carapo" 0.0182973342976456 3.62263490591232
"Gymnotus_coatesi" -0.313857159823495 3.83957595309994
"Gymnotus_coropinae" -0.0513037437058501 3.58155799483058
"Gymnotus_pedanopterus" 0.0762459680621335 3.57148430986882
"Gymnotus_sp._geoma" -0.311617545048145 3.67112365677839
"Gymnotus_sp._tigrinus" -0.0363062551409004 3.72152440631954
"Helogenes_marmoratus" -1.55492851993444 0.0770700616182313
"Hemigrammus_aff._rodwayi" 2.5646747902242 -0.45869113439899
"Hemigrammus_aff._tridens" 1.59200504755423 0.791670942173868
"Hemigrammus_analis" 1.42843486803917 0.238024813593407
"Hemigrammus_bellottii" 2.72735687025576 -0.488357412225044
"Hemigrammus_cf._pretoensis" 2.02763951404305 -0.391776067805543
"Hemigrammus_coeruleus" 2.09118395561134 -0.507937746498114
"Hemigrammus_guyanensis" 2.51703045466248 0.0538643581388412
"Hemigrammus_iota" 1.71942238653959 -0.292359594897443
"Hemigrammus_levis" 2.67523166480413 -0.466119794100888
"Hemigrammus_melanochrous" 2.0279747448191 -0.485956730142252
"Hemigrammus_microstomus" 2.0959173533629 -0.354967849495503
"Hemigrammus_ocellifer" 3.35552514204787 -0.718087806963548
"Hemigrammus_rodwayi" 2.8314530534547 -0.467096938100275
"Hemigrammus_schmardae" 2.29246986364098 -0.597453720087586
"Hemigrammus_sp._cotinho" 2.11575794711617 -0.115175359137443
"Hemigrammus_sp._geisleri" 1.60933162254378 0.314761557341815
"Hemigrammus_vorderwinkleri" 2.43610497163765 -0.331440944499729
"Heros_notatus" -0.338891239260451 0.498638522609272
"Heterocharax_virgulatus" 1.88682009946603 -0.102512516394746
"Hisonotus_chromodontus" -1.81569399969727 -1.0283091436698
"Homodiaetus_sp." -2.3722062041452 1.06735232365685
"Hoplerythrinus_unitaeniatus" -0.257764924657556 0.57248837423274
"Hoplias_curupira" -0.421310601235817 0.484262986755022
"Hoplias_malabaricus" -0.359781421400227 0.453805749284781
"Hyphessobrycon_aff._notidanos" 2.40864217443281 0.189034872885675
"Hyphessobrycon_aff._rosaceus" 1.38361611513019 0.574515975577513
"Hyphessobrycon_amapaensis" 2.23830499036031 -0.130375501847141
"Hyphessobrycon_bentosi" 2.15817530773408 0.418428926523598
"Hyphessobrycon_cf._agulha" 2.52677985741561 -1.11523510516044
"Hyphessobrycon_eques" 2.25819574847423 -0.141857209284723
"Hyphessobrycon_heterorhabdus" 2.59879359318373 -0.472426032520134
"Hyphessobrycon_inconstans" 2.47597876742202 -0.352944745123788
"Hyphessobrycon_melazonatus" 2.4214078624013 -0.7240719756936
"Hyphessobrycon_rosaceus" 2.87850645750483 -0.955462776336568
"Hyphessobrycon_sp._2" 2.48385130856685 -0.352567435317205
"Hyphessobrycon_sp._túlio" 2.80968949479863 -0.242212806387706
"Hypopygus_hoedemani" -1.41656808160314 3.15487673526731
"Hypopygus_lepturus" -0.83807133125044 3.10873118527033
"Hypopygus_neblinae" -0.959403749358058 3.02659097134008
"Hypostomus_aff._plecostomus" -1.99323147218562 -2.70610427003871
"Hypostomus_cf._cochliodon" -1.37454193213269 -2.61583866593226
"Hypostomus_cf._hemicochliodon" -1.66622034097193 -1.72952355011179
"Hypostomus_cochliodon" -1.60364640308938 -2.39481925180321
"Hypselecara_coryphaenoides" -0.263421308725398 0.429418457053737
"Hypselecara_temporalis" 0.117952884815078 0.551117522833514
"Iguanodectes_geisleri" 1.83133180015971 -1.04199899010446
"Iguanodectes_purusii" 1.90550494713609 -0.454324065810436
"Iguanodectes_rachovii" 2.06681489639387 -1.30848326608717
"Iguanodectes_spilurus" 2.0530717568503 -0.464806350905941
"Iguanodectes_variatus" 2.00721447630382 -1.46190142688508
"Imparfinis_aff._hasemani" -2.27279177544731 -0.101233742808157
"Imparfinis_pristos" -2.70352416519747 -0.283555747812033
"Imparfinis_sp._linha_continua" -2.60335670164864 -0.171164657572487
"Imparfinis_stictonotus" -2.12958068004632 -0.455763735159962
"Ituglanis_amazonicus" -2.35416220363474 1.01720275864862
"Jupiaba_abramoides" 2.51930668577246 -0.729806398090319
"Jupiaba_acanthogaster" 2.27365643221827 -0.577471000903602
"Jupiaba_anteroides" 2.6241556447353 -1.08994359642502
"Jupiaba_apenima" 2.59232807470427 -0.0409475982810311
"Jupiaba_asymmetrica" 2.73926757493679 -0.57632790383602
"Jupiaba_polylepis" 2.24517539339718 -0.837072419734698
"Jupiaba_poranga" 2.46610555922144 -0.288656643546319
"Jupiaba_zonata" 2.08498163655334 -0.708605561608821
"Knodus_aff._orteguasae" 1.8111838039176 -0.997376868598854
"Knodus_aff._smithi" 1.7843779902267 -0.46743783955655
"Knodus_cf._victoriae" 1.89187851199606 -0.833932727015228
"Knodus_savannensis" 1.1160721102729 -0.592004232728291
"Knodus_sp._2" 1.335035892253 -0.435304735344957
"Knodus_sp._sava_" 1.60437505004568 -0.228494993148223
"Knodus_sp.n._anal_longa" 1.0349754231728 -0.859523216952139
"Laetacara_thayeri" -0.816100972223476 0.0826539618216982
"Laimosemion_cf._geayi" -0.640998640227342 1.19756979957462
"Laimosemion_cf._uakti" -0.579868785209659 0.929934780635242
"Laimosemion_dibaphus" -0.608677890455595 0.938719653300394
"Laimosemion_kirovskyi" -1.04750571906389 1.55395042994463
"Leporinus_friderici" 1.6031025678482 -0.510335583868624
"Leporinus_klausewitzi" 1.6557851331446 -0.264497141784274
"Leporinus_venerei" 0.941565353756363 0.177202385319066
"Mastiglanis_asopos" -2.17619658358324 -0.975712307497484
"Megalechis_picta" -1.08076994933197 -0.268924428288011
"Melanocharacidium_aff._dispilomma_baixo" -1.50268596065774 -1.78280667010432
"Melanocharacidium_depressum" -2.52608899566221 -3.15150614623047
"Melanocharacidium_dispilomma" -0.648313063544083 -1.69450698025004
"Melanocharacidium_pectorale" -2.5221527250898 -3.15131749132718
"Melanorivulus_aff._zygonectes" -0.950184813051108 1.32900552724748
"Melanorivulus_kayabi" -0.778292596234897 1.37449887944959
"Mesonauta_festivus" -0.0326305949717281 0.759452258234107
"Microcharacidium_eleotrioides" -0.049713150099547 -0.37687815840173
"Microcharacidium_gnomus" 1.3932501339609 -0.0451574369869172
"Microcharacidium_weitzmani" 0.208739204659683 -0.0580490590875903
"Microglanis_poecilus" -1.59795651239572 0.921140796671002
"Microphilypnus_macrostoma" -2.87286803043226 0.945270450779543
"Microphilypnus_ternetzi" -2.61452481477069 0.961255882156585
"Microschemobrycon_geisleri" 1.36166947451725 -0.351975542123811
"Microsternarchus_bilineatus" -0.256708068815872 2.85553984070472
"Microsternarchus_sp._cauda_curta" -0.894910944247178 2.98040301217186
"Microsternarchus_sp._cauda_longa.olho_grande" -0.699728100208284 3.01972930300702
"Microsternarchus_sp._sem_linha" -0.209606287937368 2.64666083541487
"Moema_portugali" -0.394489064510001 0.832525950771971
"Moenkhausia_agnesae" 2.05674416259703 -0.480210281966043
"Moenkhausia_celibela" 2.10320302914156 -1.11318808425764
"Moenkhausia_chrysargyrea" 3.20322860884903 -1.01746854507877
"Moenkhausia_collettii" 2.04184925255881 -0.621627043045835
"Moenkhausia_comma" 2.49426214257966 -0.996856320969516
"Moenkhausia_conspicua" 2.11022426817886 -0.948886162147233
"Moenkhausia_cotinho" 2.0967723170408 -0.522043049469513
"Moenkhausia_diktyota" 2.34976016301854 -0.473525676714566
"Moenkhausia_gr._lepidura" 2.11347648239478 -0.906012776145946
"Moenkhausia_hemigrammoides" 2.53982059933425 -0.983824681187196
"Moenkhausia_oligolepis" 2.35280039710931 -0.647121887747337
"Moenkhausia_phaeonota" 2.52948317382467 -0.653024780547725
"Moenkhausia_pirauba" 2.3428785108991 -0.456574656653453
"Moenkhausia_sp._lepidura_curta" 2.1174127529672 -0.905824121242655
"Monocirrhus_polyacanthus" 0.47526365915205 1.79574354782865
"Myloplus_asterias" 3.93221080332867 -2.13864461280495
"Myloplus_rubripinnis" 3.93455678598474 -2.13976451333938
"Myoglanis_koepckei" -2.2307230578434 1.13616398394253
"Nannacara_taenia" -0.980537321395448 0.528827439288614
"Nannoglanis_fasciatus" -2.46362973813582 0.354557444316744
"Nannostomus_beckfordi" 1.33133231278015 0.195111543496505
"Nannostomus_digrammus" 0.803674084392832 0.547438526175963
"Nannostomus_eques" 1.75328440563007 -0.306482953371089
"Nannostomus_marginatus" 1.47656703040337 0.295585389135662
"Nannostomus_trifasciatus" 1.68765391068601 0.126112850231623
"Nemuroglanis_lanceolatus" -2.27199013650175 0.746870377478626
"Nemuroglanis_pauciradiatus" -2.73981885676876 0.251161022988881
"Nemuroglanis_sp._n._zua" -1.99179292705468 1.07409854367647
"Ochmacanthus_sp." -2.36826993357279 1.06754097856014
"Odontocharacidium_aphanes" 1.50597453453895 -0.0232982684774489
"Otocinclus_aff._affinis" -1.81347918667808 -1.18602505492818
"Otocinclus_caxarari" -0.943918329127464 -0.979482933425369
"Otocinclus_cf._hasemani" -2.01848129801706 -0.633583412754105
"Otocinclus_hoppei" -0.716169840122815 -0.902305586008845
"Otocinclus_mura" -1.08019206747327 -0.905359160968603
"Otocinclus_vittatus" -0.949371807201217 -1.05101640631685
"Paracanthopoma_sp._" -3.26073268489624 0.860317886409072
"Paracanthopoma_sp._mal" -2.64710520715353 1.39568664827324
"Paracheirodon_innesi" 2.31153251947677 -0.801466363600642
"Parapristella_georgiae" 1.82471899491021 -0.464185176876622
"Paravandellia_sp." -3.39498876533097 0.685323414219033
"Pariolius_armillatus" -2.34634385599855 0.834591891855286
"Parotocinclus_cesarpintoi" -1.75134001379773 -1.9688335991486
"Parotocinclus_longirostris" -2.07382748686786 -2.39493337446008
"Parotocinclus_sp." -1.92367976631074 -1.89591087856112
"Parotocinclus_sp._bicudinho" -1.95736473030999 -1.76773770377722
"Parotocinclus_sp._sem_adiposa" -1.0315149957527 -1.81829269939607
"Phenacogaster_aff._napoatilis" 2.40363528661055 -0.457722602009156
"Phenacogaster_cf._pectinata" 1.96002828302952 -0.697998629351635
"Phenacogaster_retropinnus" 2.38886861362971 -0.396573108432369
"Phenacogaster_sp._serrapinnoides" 1.9292915618025 0.106683773848998
"Phenacorhamdia_sp._n._barbilhao_curto" -1.81617191696999 0.280030600493882
"Phenacorhamdia_sp._xingu" -1.82010818754241 0.27984194559059
"Phreatobius_sp.n" -1.85080296492117 0.875843893138081
"Physopyxis_ananas" -1.90360311736808 -0.549871176348298
"Physopyxis_lyra" -2.1914384082771 -0.812195000180151
"Pimelodella_aff._cristata" -1.38358171960412 -0.571419401004421
"Pimelodella_cristata" -1.56305962083813 -0.542298348403146
"Pimelodella_sp._curintia" -1.03563011779866 -0.346579882719763
"Pimelodella_sp._sem_serra" -1.34384620638923 -0.760897663563914
"Pimelodella_sp._serra_forte" -1.57852419392008 -0.630920595485907
"Poecilocharax_weitzmani" 0.256898598680727 0.592682556556098
"Poptella_brevispina" 3.45515957884175 -0.920402822176023
"Potamoglanis_hasemani" -2.1557300909776 1.00579600176272
"Potamorrhaphis_eigenmanni" 0.483641193828212 1.60800090735755
"Priocharax_ariel" 0.133483252114266 0.85708458746715
"Priocharax_pygmaeus" 0.496299916442333 0.710795396727356
"Prochilodus_nigricans" 2.67376843819732 -0.481764903969444
"Pseudoloricaria_sp." -4.20587810849976 -4.28487456976476
"Pygidianops_amphioxus" -0.759608683525065 1.29652177119727
"Pygopristis_denticulata" 1.2491948805539 0.50265032271508
"Pyrrhulina_aff._brevis" 0.817478517354866 0.590568873193369
"Pyrrhulina_cf._stoli" 0.895268501680458 0.479103496028059
"Pyrrhulina_laeta" 1.20992862995698 0.504439080464032
"Pyrrhulina_zigzag" 1.06133125548327 0.755263446495952
"Racenisia_fimbriipinna" -0.370643871402677 2.67733159750784
"Rhamdia_foina" -1.9129114687314 -0.534747876948177
"Rhamdia_laukidi" -1.02918967574531 0.0353371231125565
"Rhamdia_muelleri" -1.61607927383522 0.0336484238704245
"Rhamdia_quelen" -1.72604415203052 -0.00922787648796362
"Rhamphichthys_pantherinus" -1.44993416625816 2.77700855074487
"Rhyacoglanis_cf._pulcher" -1.97460316258154 0.316022382489534
"Rineloricaria_cf._phoxocephala" -3.61615148337731 -5.98970853994452
"Rineloricaria_lanceolata" -2.56280798316629 -4.97113020724012
"Rineloricaria_sp._2_madeira_" -2.30339742408132 -6.23408069347036
"Rineloricaria_sp._douglas" -3.02071409232782 -4.6365162872987
"Rineloricaria_sp._MT_" -3.65158321882623 -4.70313303868216
"Satanoperca_jurupari" -1.22980542527655 -0.201995822962115
"Scoloplax_distolothrix" -3.93426913044535 -0.535056856973717
"Serrapinnus_aff._piaba" 2.26058382969432 -0.361042742561753
"Serrasalmus_rhombeus" 3.20059702842534 -0.99571674405035
"Serrasalmus_sp._robertsoni" 2.51261216209753 0.383050169091646
"Spinipterus_aff._acsi" -0.951101177622709 0.421558199615064
"Stauroglanis_gouldingi" -2.41183063643831 -0.166369622988078
"Steatogenys_duidae" -0.338999737046044 2.8621967155696
"Sternopygus_aequilabiatus" 0.0695517564318591 2.97368081334709
"Sternopygus_astrabes" 0.190591836783316 2.90172020697875
"Sternopygus_macrurus" -0.115262965349804 2.98403309345558
"Synbranchus_lampreia" -0.609774035888947 2.80972942612511
"Synbranchus_madeirae" -0.576248948064318 2.81365592282901
"Synbranchus_sp._curto" -0.287459046840262 2.75355173824686
"Synbranchus_sp._pintado" -0.764903864945578 2.78839119156972
"Synbranchus_sp._reticulado" -0.804328643987774 2.88167598960033
"Taeniacara_candidi" -1.04674757643633 0.850824082726819
"Tatia_aff._dunni" -0.238672462552712 0.352235984913488
"Tatia_brunnea" 0.0286662253777972 -0.153667790807147
"Tatia_gyrina" -0.297124384150471 0.188061019220339
"Tatia_intermedia" -0.110847103267216 -0.0386856870502773
"Tatia_strigata" -0.114783373839632 -0.0388743419535691
"Tetragonopterus_sp." 2.29119468248528 0.0690039179971104
"Tetranematichthys_wallacei" 0.498692403615597 0.376132921036505
"Thayeria_cf._obliqua" 1.76663658245619 -0.659049648920734
"Tometes_sp." 2.37855315712883 -0.490902640709038
"Trachelyopterichthys_taeniatus" -0.779330068464684 0.0144652657298189
"Trachelyopterus_galeatus" -0.112364828887628 0.384254175904437
"Trichomycterus_sp._longo" -1.92090222535341 0.746528315099802
"Tucanoichthys_sp." 1.39583511153114 -0.13955127330108
"Tyttocharax_cochui" 1.36290078570879 0.408834004998262
"Tyttocharax_madeirae" 1.62040286744677 0.547114680603213
